   RA(2000)  Dec(2000)    Flux
 h  m    s    d  m   s      Jy
00 32  4.12 -04 14 47.0   1.26
00 32  4.78 +08 57 22.6   1.15
00 32  5.04 +31 02 25.2   0.63
00 32  6.11 +03 11 10.5   2.87
00 32  7.76 +01 36 59.1   2.56
00 32  8.35 -22 59 43.8   0.56
00 32 11.34 +44 27 28.6   2.27
00 32 13.17 +08 51 17.0   0.61
00 32 13.83 +11 20 17.9   0.65
00 32 16.01 -04 08 53.3   1.04
00 32 16.67 +40 07 10.0   0.68
00 32 16.73 -09 30 42.4   0.92
00 32 16.73 +01 00 23.6   0.94
00 32 17.12 -03 49  4.7   8.56
00 32 17.28 +09 13 56.6   0.59
00 32 17.87 +42 37 20.4   0.59
00 32 18.73 +18 42 47.4   1.87
00 32 19.07 +23 30 53.2   0.48
00 32 20.20 +71 02  1.4   0.56
00 32 20.75 +38 24 23.2   0.77
00 32 21.14 +36 46 21.4   1.22
00 32 21.53 -06 13 55.1   2.28
00 32 21.69 +41 52 54.9   1.57
00 32 21.71 +04 14 60.0   0.70
00 32 21.83 +15 58 10.8   0.48
00 32 21.91 -24 05  9.2   8.15
00 32 22.21 +30 44 14.9   0.57
00 32 26.94 +50 12 38.5   1.55
00 32 27.47 +05 45 35.0   1.35
00 32 27.96 -07 51  4.1   1.00
00 32 28.21 +33 54 56.8   1.26
00 32 29.33 -24 05 55.1   0.68
00 32 29.68 -03 17  8.2   1.52
00 32 30.88 +65 39 40.7   1.63
00 32 31.15 +37 31 24.0   0.95
00 32 32.33 -26 49 25.3   1.00
00 32 33.42 +52 55  9.7   0.89
00 32 35.80 +39 42 12.3   3.50
00 32 36.69 +69 21 29.3   0.97
00 32 36.90 +08 36 58.7   1.32
00 32 37.17 +41 58 29.9   0.74
00 32 38.22 +19 53 53.0   3.99
00 32 39.51 -27 49  0.6   1.20
00 32 40.05 +34 54  7.5   0.50
00 32 41.30 +12 01 55.6   0.53
00 32 42.92 -12 33 41.9   1.48
00 32 43.92 +20 24  8.3   0.52
00 32 45.14 -21 44 27.4   2.76
00 32 45.25 +05 34 40.5   1.03
00 32 45.43 -17 04 13.2   0.70
00 32 45.48 +76 59 51.9   0.93
00 32 45.71 -29 31  1.5   2.94
00 32 45.85 +12 08 55.1   0.80
00 32 46.81 -00 19 38.9   3.25
00 32 47.22 +50 38 32.8   0.64
00 32 47.53 -13 30 56.6   2.00
00 32 48.30 +48 51  0.7   0.43
00 32 51.95 +41 37 48.6   0.60
00 32 52.20 -10 18  4.4   4.44
00 32 53.66 +08 35 28.5   2.93
00 32 53.97 +06 19 16.7   3.47
00 32 54.00 +73 11  9.4   0.56
00 32 54.79 +11 39 52.1   0.46
00 32 55.13 +39 20 17.9   1.16
00 32 55.13 -01 33 19.5   0.94
00 32 55.58 +14 54 51.2   0.41
00 32 55.87 +20 09 55.8   0.44
00 32 56.69 +50 25 51.8   0.57
00 32 56.70 -10 36 47.4   0.83
00 32 56.81 +20 45 51.8   0.67
00 32 57.60 +44 59 55.2   0.96
00 32 59.04 -00 13 22.9   2.34
00 33  2.00 +42 01 45.9   0.50
00 33  2.40 +28 21 36.9   0.60
00 33  2.58 +50 07 19.9   1.38
00 33  2.78 +22 55 20.1   1.03
00 33  3.14 +16 37 26.5   0.77
00 33  3.81 +54 00  8.9   0.66
00 33  4.23 -04 00 35.6   0.93
00 33  5.43 +24 22 27.5   1.87
00 33  6.33 -11 40 12.9   0.80
00 33  6.46 +16 34 14.4   0.71
00 33  6.88 -09 11 37.7   0.82
00 33  7.40 +17 06 58.7   2.60
00 33  7.96 +23 39 20.5   0.47
00 33  8.07 +65 48 34.1   0.98
00 33  8.26 +36 01 30.8   1.67
00 33  9.38 +68 46  3.5   0.66
00 33  9.64 +27 52 20.3   1.81
00 33 10.02 +02 37 26.0   1.03
00 33 10.03 +50 09 40.5   1.42
00 33 10.13 +04 31  7.3   3.93
00 33 11.71 +74 13 22.1   1.47
00 33 12.40 -16 36 23.1   0.81
00 33 12.60 +38 41 22.2   1.10
00 33 13.66 -18 25 58.7   2.77
00 33 14.90 +06 28 17.4  13.18
00 33 16.12 +31 07 20.7   0.87
00 33 17.03 +13 57 33.7   0.65
00 33 17.11 +47 07  9.1   0.51
00 33 18.59 -17 44 26.4   2.83
00 33 19.48 +76 37  4.0   1.20
00 33 20.24 +16 01 22.6   0.39
00 33 20.31 +34 41  8.2   0.83
00 33 20.51 +18 38 13.8   0.78
00 33 21.99 -09 06  6.8   1.59
00 33 22.72 +16 42 25.1   0.42
00 33 23.28 +18 50  5.4   1.05
00 33 24.00 -21 42  3.1   2.28
00 33 24.91 +46 26 33.7   0.40
00 33 25.36 +10 27  9.5   0.68
00 33 26.68 +46 56 34.8   0.97
00 33 27.26 -27 31 46.6   1.69
00 33 28.44 +43 25 21.1   0.43
00 33 29.03 +52 26 58.9   1.48
00 33 30.57 +37 37 38.9   1.16
00 33 30.95 +41 57 52.1   1.63
00 33 31.22 +34 42 28.9   0.59
00 33 31.62 +35 29 26.5   2.15
00 33 32.55 -03 14 52.8   1.80
00 33 32.96 -16 50  6.4   1.44
00 33 33.04 -11 32 23.6   2.76
00 33 34.59 +20 55 30.4   0.72
00 33 34.96 +34 33 45.3   0.73
00 33 35.82 +50 28 49.4   0.55
00 33 37.10 -25 27 37.2   2.43
00 33 37.28 +05 02  7.5   0.55
00 33 39.00 +02 43 24.4   9.46
00 33 39.70 +50 03 18.0   0.46
00 33 40.16 +33 40 36.4   0.70
00 33 40.39 -13 26 23.5   1.09
00 33 40.44 +04 12 44.9   1.36
00 33 43.58 +41 53  1.9   0.44
00 33 43.62 -29 40 45.3   0.73
00 33 44.39 +25 16 13.0   1.48
00 33 45.54 -29 36 11.1   0.69
00 33 46.34 +04 11 59.7   1.28
00 33 47.41 -25 51 41.4   0.99
00 33 47.45 +49 10 58.5   0.98
00 33 47.70 +44 50 11.3   0.42
00 33 48.96 -25 44  4.2   0.73
00 33 50.16 +25 12 12.5   3.72
00 33 51.73 +04 38 25.3   0.62
00 33 52.20 +16 25 15.3   0.61
00 33 52.47 -16 11  4.3   4.76
00 33 52.61 -21 25 22.1   0.93
00 33 52.90 -17 40 24.6   3.20
00 33 53.07 -29 02 47.8   0.71
00 33 53.38 +09 47 37.2   1.40
00 33 53.51 +41 15 14.6   0.45
00 33 53.52 +46 45 29.3   1.55
00 33 54.65 +44 43 24.7   0.48
00 33 54.89 -07 30 25.2  12.87
00 33 55.42 +10 05  7.1   1.11
00 33 55.64 +45 03 13.8   0.78
00 33 58.55 +14 08 45.2   2.58
00 34  1.52 +25 32 21.1   4.10
00 34  1.65 +07 19 56.2   1.76
00 34  4.16 -28 07 41.1   0.99
00 34  4.77 +41 12  4.3   0.55
00 34  4.93 +32 06 33.3   0.82
00 34  5.75 +06 20 55.8   2.79
00 34  5.93 -14 24 19.8   1.31
00 34  6.14 +05 14 58.4   2.90
00 34  6.19 +43 02 42.3   0.69
00 34  6.58 +43 11  1.9   0.44
00 34  7.47 +76 47  9.6   1.28
00 34 11.64 +39 36  9.5   0.75
00 34 11.84 -06 31 20.4   3.30
00 34 12.01 -02 04 26.0   2.61
00 34 12.28 +20 14 44.7   0.50
00 34 12.78 -04 34  0.9   0.84
00 34 14.53 -03 35  9.1   1.18
00 34 14.54 +39 24 10.7  24.71
00 34 14.96 +16 04 29.4   0.51
00 34 15.19 +12 59 25.5   0.81
00 34 15.83 -27 46 33.5   2.11
00 34 18.88 +69 19 49.5   0.64
00 34 19.17 +01 19 52.1   4.01
00 34 19.22 +42 46 59.1   2.22
00 34 19.90 +03 47 12.7   0.86
00 34 20.17 +01 18  1.1   1.35
00 34 21.70 -24 54 58.1   1.01
00 34 22.11 -05 34 27.8   1.62
00 34 22.56 -05 27 40.5   1.29
00 34 24.34 -17 59 21.6   7.09
00 34 24.76 +09 42 36.1   0.82
00 34 25.25 +07 30 23.7   0.52
00 34 27.82 +27 42 49.7   0.66
00 34 28.96 +40 35 54.7   1.91
00 34 29.43 +14 40 17.6   0.71
00 34 29.52 -11 48 18.3   2.80
00 34 30.45 +41 42  6.6   0.46
00 34 31.24 -21 33 50.8   2.04
00 34 31.29 +39 41 27.1   0.76
00 34 31.93 +80 13 14.4   1.55
00 34 33.52 +06 24  4.7   0.73
00 34 35.96 +09 23  2.2   1.44
00 34 36.00 +02 14 39.8   1.47
00 34 36.92 +03 22 47.3   0.75
00 34 37.82 -16 17 28.3   1.62
00 34 38.01 -01 43  8.7   1.27
00 34 39.43 +14 55 23.5   0.48
00 34 39.75 +48 04  7.5   0.42
00 34 40.89 -10 49 23.9   2.54
00 34 41.23 +44 31 49.3   2.61
00 34 44.35 +45 20 38.6   0.57
00 34 44.66 -04 03 11.8   0.78
00 34 45.43 +30 26  7.7   2.75
00 34 46.31 -14 28 13.4   0.79
00 34 46.94 +33 30 11.9   0.47
00 34 47.15 -18 30 35.5   3.61
00 34 47.41 -20 57  8.8   0.65
00 34 48.21 -09 13 23.4   2.39
00 34 48.66 +09 04 18.6   1.27
00 34 51.95 +23 35 13.8   1.23
00 34 52.41 +08 36 37.7   1.25
00 34 53.22 +41 31 29.6   3.28
00 34 54.59 -23 03 38.0   0.73
00 34 55.28 +18 44 20.9   0.60
00 34 55.50 +02 33 14.3   1.78
00 34 55.84 +37 12 24.5   1.05
00 34 56.21 +10 27 52.3   5.92
00 34 56.50 -10 50 21.2   1.01
00 34 56.52 -08 28 21.0   0.98
00 34 56.60 +32 38 42.0   0.66
00 34 57.05 +48 35 38.8   0.45
00 34 57.44 -05 04 24.5   1.03
00 34 57.72 +26 28 30.2   0.62
00 34 57.90 +34 34 58.4   1.34
00 34 58.14 +36 35  6.5   2.38
00 34 58.83 +23 04  3.0   0.82
00 35  0.00 +49 56 12.9   1.75
00 35  3.12 -08 34 39.3   4.62
00 35  3.27 +56 29  7.4   0.70
00 35  3.43 -22 52 14.5   2.77
00 35  4.59 -14 15 52.2   6.65
00 35  5.16 +27 14 42.9   0.49
00 35  6.22 +42 38 18.7   3.64
00 35  7.43 +75 36 48.2   0.59
00 35  7.80 +45 11 43.5   0.36
00 35  9.15 +13 07 36.0   1.04
00 35  9.22 -20 03 52.2  20.58
00 35  9.38 +31 00 31.6   0.80
00 35  9.65 +57 30 35.2   0.75
00 35  9.95 +01 32 23.2   1.14
00 35 10.31 +52 54 21.5   1.43
00 35 10.48 +01 34  3.3   3.07
00 35 10.62 +39 19  8.8   1.63
00 35 13.90 +01 14 34.6   2.66
00 35 14.48 +70 10 34.3   0.53
00 35 14.72 -24 35 59.5   0.68
00 35 15.10 +56 06 43.8   2.09
00 35 16.75 +42 54 14.1   0.84
00 35 18.11 -06 49 31.1   0.88
00 35 19.36 +20 58 20.0   0.62
00 35 20.07 +20 19 20.9   0.52
00 35 20.30 +23 37 40.5   0.62
00 35 20.93 -04 31 55.7   1.08
00 35 21.47 -21 50  0.0   1.61
00 35 22.60 +41 16  5.3   0.45
00 35 22.78 +28 17 17.7   0.53
00 35 22.90 +23 36  2.0   1.98
00 35 23.60 +41 48 39.3   0.48
00 35 24.67 +32 47 17.3   0.67
00 35 24.96 -04 23 31.5   0.72
00 35 24.99 +61 30 29.8   1.55
00 35 25.19 -22 06 17.1   0.59
00 35 25.32 +39 40 47.5   1.35
00 35 26.78 +33 03 12.3   0.71
00 35 28.37 +70 01 45.1   0.46
00 35 28.94 +46 08 42.1   3.75
00 35 30.01 +02 42  6.5   0.76
00 35 30.55 -00 31 34.0   2.53
00 35 30.80 +12 37  7.4   2.41
00 35 30.87 -29 23 34.5   1.27
00 35 32.29 +29 43 45.3   0.59
00 35 32.88 -06 53 55.1   1.77
00 35 34.38 +06 35 53.0   0.63
00 35 34.40 +09 38 46.5   0.82
00 35 35.35 -28 25  2.6   2.78
00 35 36.28 +13 50 37.3   0.56
00 35 37.05 +48 11  3.6   1.10
00 35 37.49 +04 27 39.2   4.28
00 35 37.65 -16 34 56.8   5.25
00 35 37.85 +07 54 17.9   1.67
00 35 38.74 +13 23 50.0   0.58
00 35 39.13 +80 26 11.8   3.59
00 35 39.77 +47 01 25.8   0.61
00 35 40.20 +13 37  3.7   0.92
00 35 40.34 -07 09 19.8   1.78
00 35 41.59 +12 55 53.3   0.47
00 35 42.87 +30 21 36.4   0.82
00 35 43.62 +08 32 17.4   1.47
00 35 43.85 +30 37 22.3   1.79
00 35 43.88 +54 51 13.8   0.92
00 35 44.22 -27 37 58.3   1.81
00 35 44.80 +41 30 20.1   0.57
00 35 46.21 -05 20  6.6   0.97
00 35 49.11 +16 40 57.6   1.09
00 35 51.60 +12 55 11.1   0.50
00 35 52.33 +19 46 30.8   0.50
00 35 52.84 +26 29 57.8   0.53
00 35 53.40 +59 50 12.4   1.76
00 35 53.91 +31 42 57.7   1.41
00 35 54.08 -25 14 45.3   1.35
00 35 54.61 +14 19 52.7   0.55
00 35 55.67 +15 53 14.9   2.99
00 35 55.72 +02 41 31.6   0.84
00 35 55.86 -12 18 45.6   0.62
00 35 56.55 +06 45 29.7   0.74
00 35 56.56 -30 21 35.4   1.60
00 35 57.19 -26 27 14.6   1.35
00 35 57.63 +69 16 59.4   0.82
00 35 58.88 +44 02 23.1   0.61
00 35 58.93 +31 08 55.0   0.56
00 35 59.68 +02 01 21.4   0.94
00 36  0.03 +54 28 38.0   0.98
00 36  0.31 +41 52 51.2   1.62
00 36  0.35 -03 52  2.6   6.34
00 36  0.89 -30 23  6.1   5.09
00 36  1.04 -10 03 31.8   1.31
00 36  1.41 +40 01 48.3   1.61
00 36  1.55 +29 10 17.6   3.51
00 36  3.20 +11 17  1.0   0.95
00 36  3.44 +24 24 47.8   1.69
00 36  3.80 -30 23 51.0   0.70
00 36  3.90 +49 18 10.4   0.46
00 36  4.18 +43 31 39.9   0.42
00 36  5.32 +26 20 31.6   4.97
00 36  5.93 +12 11 59.2   1.43
00 36  6.51 +18 37 56.1  23.65
00 36  6.97 +61 36 16.3   1.98
00 36  7.69 -14 29 46.6   1.28
00 36  7.84 +43 09 30.7   0.77
00 36  8.01 +58 55 49.2  45.40
00 36  8.39 +15 05 25.0   1.15
00 36  8.90 -26 25 23.4   0.82
00 36  9.00 +13 55 51.3   0.62
00 36  9.23 +44 41 28.6   0.45
00 36  9.55 +30 45 29.0   1.25
00 36 12.31 +41 28 15.3   0.79
00 36 14.02 +78 42 42.2   1.50
00 36 14.18 +58 50  4.6   1.00
00 36 15.68 -03 42 13.3   1.57
00 36 16.23 +54 35 11.4   1.98
00 36 16.41 +08 15  6.8   3.61
00 36 16.45 +25 33 43.0   1.56
00 36 16.64 -00 00 25.5   1.42
00 36 17.19 +37 11  8.0   0.54
00 36 17.23 -11 16 55.6   4.77
00 36 19.02 +31 45 47.6   0.64
00 36 19.31 +21 34 10.8   0.61
00 36 19.71 +61 38 29.0   2.21
00 36 20.11 +07 36 25.4   0.72
00 36 21.22 +00 22  6.8   1.30
00 36 21.52 +51 49 11.7   0.87
00 36 23.45 +08 06 11.0   1.02
00 36 23.74 -02 58 26.1   0.96
00 36 23.85 +10 07 58.3   6.87
00 36 26.76 +44 02 43.3   0.45
00 36 27.06 +00 13  3.5   6.84
00 36 27.06 +16 41 40.5   0.77
00 36 27.81 -27 46 37.6   0.57
00 36 27.83 +27 33 16.6   1.83
00 36 28.09 +20 52 33.3   3.07
00 36 33.59 -19 05 31.1   1.14
00 36 35.18 +14 34  1.8   1.08
00 36 35.64 +26 40 11.6   0.60
00 36 35.77 +09 38 26.5   0.75
00 36 35.84 +00 48 56.2   3.95
00 36 36.53 -24 39 48.8   0.62
00 36 36.99 +08 00 10.3   2.82
00 36 37.51 +14 50  4.0   0.82
00 36 38.43 +42 52 25.0   5.54
00 36 38.44 +05 48 37.6   0.56
00 36 38.64 +20 17 13.1   0.66
00 36 40.91 -29 33 49.9   1.52
00 36 41.46 +38 09  0.3   3.27
00 36 41.68 -00 24 36.3   0.92
00 36 43.43 -05 12 46.9   1.16
00 36 44.12 +04 32 26.1   0.87
00 36 45.67 +24 22 33.2   1.70
00 36 46.43 +15 46 53.2   2.46
00 36 46.84 +47 39 39.5   0.75
00 36 47.17 +05 54 53.5   0.95
00 36 47.31 -14 38 27.3   0.70
00 36 47.43 +30 19 34.8   0.59
00 36 47.61 +37 50  5.2   2.20
00 36 48.19 +31 51 22.2   1.44
00 36 48.34 -19 32  3.5   1.60
00 36 49.15 +06 18 13.0   2.72
00 36 49.89 +10 36 13.3   0.80
00 36 51.32 +37 43 49.7   1.29
00 36 52.35 -20 19 37.2   0.90
00 36 53.36 +44 43 18.0  10.51
00 36 54.55 +57 22 22.0   1.12
00 36 54.57 +12 34 52.3   0.45
00 36 55.11 +15 46 34.5   0.53
00 36 55.38 -31 44  7.6   1.20
00 36 55.45 -14 47 46.6   0.89
00 36 56.58 +08 27 10.2   0.45
00 36 56.86 +49 20 37.2   0.52
00 36 56.97 +00 17 12.9   2.26
00 36 57.61 +44 40  2.1   0.43
00 36 59.16 +29 07 15.3   0.50
00 36 59.96 +18 32  3.2   0.51
00 37  0.29 +30 09  2.6   0.80
00 37  1.16 -17 38 14.4   0.87
00 37  1.41 -23 26 50.9   2.29
00 37  1.57 +16 44  9.9   0.49
00 37  2.09 -11 59 21.1   1.61
00 37  3.21 +16 21 18.8   1.02
00 37  3.97 -01 09 11.1  38.15
00 37  4.34 +63 58 31.8   2.42
00 37  5.20 +18 34 26.5   0.46
00 37  5.27 +41 35 42.2   1.53
00 37  5.28 -09 11  0.0   1.05
00 37  5.69 +50 40 37.5   0.63
00 37  6.23 +62 36 33.6   5.05
00 37  6.79 +09 07 59.4   1.68
00 37  8.23 +21 06 46.4   0.76
00 37 10.16 -27 34 31.7   0.55
00 37 10.21 +26 29 41.1   2.19
00 37 10.84 +32 32 43.8   2.20
00 37 11.68 -20 02 46.1   2.96
00 37 12.39 +62 54 49.7   1.52
00 37 12.79 -27 06 39.2   0.55
00 37 13.19 -08 08  1.8   0.74
00 37 14.46 -27 08 12.7   0.80
00 37 16.01 +19 59 21.8   3.26
00 37 16.10 -06 19 11.9   1.69
00 37 16.26 +00 40 34.3   1.03
00 37 17.40 +19 39 40.5   4.02
00 37 17.92 +44 17 18.4   0.50
00 37 18.27 +08 56  1.2   0.87
00 37 18.55 +16 35 39.4   0.45
00 37 18.57 +45 06 28.5   1.25
00 37 19.19 +38 59 11.6   1.97
00 37 20.86 +19 58  3.9   3.64
00 37 21.08 -06 36 54.9   1.20
00 37 22.01 +42 01 22.9   0.68
00 37 22.46 -23 08 33.7   8.25
00 37 22.80 +49 26 30.3   1.08
00 37 22.95 -00 06 35.8   0.75
00 37 23.74 -19 04 36.9   3.95
00 37 24.30 -17 49  6.3   1.01
00 37 24.87 +60 29 51.6  29.74
00 37 25.55 +26 50 31.5   0.61
00 37 26.33 -30 13  2.7   0.86
00 37 26.84 +37 16 29.1   1.16
00 37 27.07 +12 03  5.4   0.77
00 37 27.46 +15 25  6.5   1.04
00 37 27.48 +30 22 18.3   0.77
00 37 27.69 +32 47 27.8   0.47
00 37 27.74 -00 19 15.9   2.78
00 37 28.12 +34 06 33.2   0.68
00 37 30.15 +52 49  6.9   2.65
00 37 31.58 +34 21 39.3   1.18
00 37 31.60 +23 32 11.6   0.63
00 37 34.35 +17 20 40.1   0.90
00 37 35.09 +27 14 55.4   0.44
00 37 35.86 +31 37 26.0   1.01
00 37 37.78 +20 42 56.4   1.39
00 37 37.93 +72 17 41.3   1.59
00 37 41.21 +34 17 29.6   0.80
00 37 42.75 +27 52 33.0   1.23
00 37 42.84 +66 14 18.3   1.54
00 37 42.90 +43 48 59.7   0.40
00 37 44.54 +58 47  9.4   2.10
00 37 44.79 +13 19 57.1  21.98
00 37 45.02 +40 25 10.2   0.96
00 37 45.72 +02 00 19.8   0.81
00 37 46.35 +36 59 10.0   5.12
00 37 46.37 +19 28 26.5   0.73
00 37 48.24 -09 08 10.3   0.90
00 37 48.46 +16 25 22.8   0.42
00 37 48.95 +46 26 11.6   0.99
00 37 49.92 +21 03 35.6   0.86
00 37 50.50 -10 10 32.4   0.79
00 37 51.06 +12 38 11.7   0.48
00 37 51.23 +38 47 42.9   0.66
00 37 52.48 +18 20 31.3   3.22
00 37 52.48 -26 28 13.6   0.93
00 37 54.03 -21 14 52.4   0.72
00 37 56.06 -03 22 20.1   1.92
00 37 56.60 +30 37 35.7   0.56
00 37 56.63 +27 50 57.2   0.56
00 37 57.28 -21 32 32.0   0.68
00 37 57.69 -05 33 25.1   1.96
00 37 58.19 +02 33 17.8   2.14
00 37 58.31 +55 09 44.2   1.67
00 37 58.34 +24 07 16.5   2.93
00 37 58.64 +34 10 59.6   2.61
00 37 58.68 -05 43 20.6   1.18
00 38  0.34 +00 29 14.5   0.78
00 38  1.01 +46 53 52.8   0.70
00 38  2.59 +34 09 10.8   0.96
00 38  2.82 +67 47 40.6   3.66
00 38  3.26 +04 36 52.0   1.84
00 38  7.26 +12 08 25.9   1.04
00 38  7.55 +09 34 37.4   0.83
00 38  8.15 +07 12 22.9   1.63
00 38  9.18 +09 36 28.8   0.85
00 38  9.49 +58 26 12.3   1.85
00 38  9.67 +33 54 19.8   1.40
00 38  9.90 -06 56 16.4   1.29
00 38 11.47 +38 44 37.4   0.80
00 38 12.51 -03 57 40.6   2.90
00 38 13.26 +35 53 42.2   0.90
00 38 14.07 -07 33 40.2   1.03
00 38 14.26 -28 48 22.6   0.70
00 38 14.91 -10 41 45.3   1.05
00 38 15.45 +16 02 38.3   0.58
00 38 18.07 +09 28  1.4   0.54
00 38 18.14 +12 27 30.8   7.30
00 38 18.18 +21 09 35.0   1.46
00 38 19.63 +15 10 32.5   0.38
00 38 20.29 -05 38 23.8   1.26
00 38 20.44 -02 07 39.8  47.43
00 38 20.58 -26 26 39.3   2.44
00 38 21.04 +48 28 20.4   0.53
00 38 21.29 +15 21 23.7   0.47
00 38 22.41 -22 43 28.2   1.29
00 38 22.94 +59 36 57.9   1.08
00 38 23.16 -12 52 45.6   1.84
00 38 23.28 -11 12 49.4   3.30
00 38 24.01 +46 07 15.1   1.12
00 38 24.35 +67 38 50.7   3.12
00 38 24.80 +41 37  7.0   0.68
00 38 24.86 +22 12 32.8   2.70
00 38 25.05 -22 53  2.3   3.93
00 38 25.84 +43 41 23.7   0.40
00 38 26.25 -13 32 38.6   0.85
00 38 28.61 +70 20 25.1   1.30
00 38 28.67 +50 35 22.6  11.09
00 38 30.27 +41 52 34.6   0.49
00 38 30.40 -20 22 50.1   2.41
00 38 30.71 -21 19 54.7   0.66
00 38 30.92 +18 15  3.3   1.38
00 38 30.99 -29 04 46.0   2.13
00 38 31.42 +02 54 34.3   2.05
00 38 33.73 +44 14  8.1   0.65
00 38 34.56 +04 50 52.2   2.41
00 38 36.24 +14 08 42.4   0.56
00 38 36.52 +07 07  7.3   1.35
00 38 37.69 -17 15 56.7   1.84
00 38 37.83 +15 48 48.1   0.46
00 38 38.15 -11 52 32.1   1.40
00 38 38.54 +49 38 49.5   0.82
00 38 41.82 +37 23 32.4   1.21
00 38 42.79 +20 50  7.7   0.51
00 38 43.85 +03 11 28.7   1.05
00 38 45.30 -09 34 13.0   1.27
00 38 47.66 +52 30 56.6   0.85
00 38 47.74 +28 49 39.2   3.60
00 38 47.84 -15 40  4.2   2.08
00 38 48.05 -30 34 39.3   1.51
00 38 48.23 +48 48 26.1   0.69
00 38 48.47 +28 43 16.6   3.21
00 38 50.14 -22 25 33.6   1.75
00 38 54.27 +46 11 22.2   0.92
00 38 56.05 +66 11 56.1   0.86
00 38 56.46 -13 50 57.2   0.58
00 38 57.19 +55 17 33.6   1.92
00 38 58.36 +74 01 27.5   0.69
00 39  0.12 +32 36 18.9   1.13
00 39  0.54 +35 50 54.9   4.41
00 39  2.37 +70 03 29.7   1.90
00 39  3.20 +08 25 29.5   0.67
00 39  4.44 +36 04 57.2   4.73
00 39  6.10 -28 46 40.0   0.73
00 39  7.05 +23 22  5.3   1.68
00 39  7.07 -24 25 10.3   2.88
00 39  7.93 -14 41 46.9   2.15
00 39  8.28 +31 14 28.7   2.79
00 39  8.78 +09 28 24.9   0.72
00 39  9.68 +19 54  1.5   0.65
00 39 10.49 +18 08 54.0   0.78
00 39 10.58 +03 19 46.9   1.69
00 39 11.07 +38 17 33.8   0.67
00 39 12.49 +21 34  1.9   2.50
00 39 13.04 +32 29 28.7   1.06
00 39 13.49 -01 41 19.2   1.30
00 39 15.07 +07 13  0.2   0.71
00 39 15.54 +33 57 42.7   5.01
00 39 16.20 +21 48 39.0   0.56
00 39 17.65 +31 48 42.0   0.79
00 39 17.80 +03 20  0.9   7.59
00 39 19.03 +13 44  2.7   0.39
00 39 21.75 -01 51 57.8   1.06
00 39 22.26 +55 53 52.7   7.06
00 39 22.44 +75 05 18.3   3.98
00 39 22.82 +04 40 15.7   0.93
00 39 23.11 +03 19 38.2   1.95
00 39 25.15 -08 02 21.2   2.53
00 39 28.63 +43 36 46.8   0.54
00 39 29.27 +41 46 24.4   1.26
00 39 31.74 +77 00 15.6   2.74
00 39 32.62 -11 11  6.2   1.86
00 39 33.39 +26 32 49.0   0.59
00 39 33.39 +19 40 11.7   0.61
00 39 34.22 -30 03 39.6   1.19
00 39 35.08 +24 29 34.2   1.70
00 39 36.43 +20 49  9.9   3.03
00 39 37.17 +26 52 53.6   1.15
00 39 37.63 +15 15  4.0   0.48
00 39 38.31 +67 31 12.0   1.09
00 39 38.51 +33 57  8.1   2.64
00 39 38.73 -07 46  9.3   5.10
00 39 41.30 +11 59 57.8   0.55
00 39 42.86 +21 14  4.0   3.58
00 39 43.40 -22 57 25.4   0.67
00 39 45.56 -15 52  6.4   1.02
00 39 46.48 +09 40 25.9   1.22
00 39 46.54 +72 36 31.8   0.70
00 39 47.21 +36 27 23.6   1.12
00 39 47.56 +49 00 38.7   1.06
00 39 48.22 -03 30 15.9   1.03
00 39 49.17 +07 44 47.9   1.00
00 39 51.80 +04 55 34.1   6.30
00 39 53.56 +26 15 36.4   0.60
00 39 53.97 +00 12 19.1   0.99
00 39 56.45 +41 11 31.9   0.66
00 39 56.81 -25 34 35.4   5.88
00 39 56.87 +60 30 54.0   4.02
00 39 57.06 +15 12 28.9   0.45
00 39 57.21 +34 06 41.1   1.36
00 39 57.38 +05 07 11.2   0.88
00 39 58.50 +14 42 24.8   0.56
00 39 59.38 -07 10 48.9   0.91
00 39 59.54 +17 06 24.0   1.36
00 40  0.03 +15 02 19.3   1.08
00 40  0.96 -30 33 25.6   0.94
00 40  1.08 +58 23 22.5   0.91
00 40  5.33 -27 07 43.2   1.26
00 40  8.12 +03 13  6.2   1.40
00 40  8.26 +11 15  6.5   0.66
00 40  8.71 -29 02 41.3   1.78
00 40  8.94 +74 38 55.4   1.76
00 40  9.63 +04 14 29.6   1.38
00 40 11.69 +40 50  3.4   0.52
00 40 11.85 +28 15 56.2   0.63
00 40 12.22 -17 49 32.4   0.74
00 40 12.24 -04 47 36.4   2.21
00 40 12.89 +41 08 51.7   0.46
00 40 12.99 -31 44 18.6   1.59
00 40 13.03 +01 25 58.8   0.90
00 40 13.28 +81 32 54.6   0.97
00 40 16.77 -27 19  2.2   1.19
00 40 17.30 +40 58 31.6   0.60
00 40 18.14 -07 04  4.3   0.93
00 40 18.86 +09 42 34.1   0.90
00 40 19.12 -32 54 51.8   2.71
00 40 19.31 -21 31 42.5   0.97
00 40 19.97 -00 40 29.5   4.57
00 40 20.34 -05 19 59.6   1.06
00 40 21.32 +48 32  2.8   1.15
00 40 23.38 +07 16 42.3   2.69
00 40 24.31 +04 54 45.7   0.75
00 40 24.33 -28 04 22.3   0.63
00 40 25.32 +12 15 18.5   2.36
00 40 25.74 -09 15 19.0   1.09
00 40 26.42 -21 09 37.5   1.31
